year,month,day,R_Rf,R_Market,R_I_Aero,R_I_Guns,R_I_Steel,R_I_Ships,R_I_Beer,R_I_Toys,R_I_Fin,R_I_Rtail,eR_Market,eR_I_Aero,eR_I_Guns,eR_I_Steel,eR_I_Ships,eR_I_Beer,eR_I_Toys,eR_I_Fin,eR_I_Rtail
1985,2,28,.0057832,.0178399,.0656005,.0411419,-.0036065,.0215658,.0141987,-.0096464,.0177417,.0228372,.01205667,.05981721,.0353587,-.00938974,.01578253,.00841547,-.01542962,.01195844,.01705399
1985,3,31,.0061809,-.0022024,-.0393647,-.0653922,-.0335568,-.054773,.0419094,-.0220411,.0022974,-.0068232,-.00838328,-.04554558,-.07157308,-.03973764,-.06095388,.03572855,-.02822199,-.0038835,-.01300408
1985,4,30,.0071742,-.0024029,-.0219389,-.0325232,-.0499258,-.0943107,.014593,-.0515038,.0199007,.0034939,-.00957709,-.02911311,-.0396974,-.05710001,-.10148488,.0074188,-.05867805,.01272646,-.00368031
1985,5,31,.0065783,.0559076,.0899321,.1037292,.0165621,.0564748,.081119,.0751075,.0575139,.1080469,.04932932,.08335379,.09715087,.00998377,.04989653,.07454073,.06852916,.05093559,.10146859
1985,6,30,.0054849,.0180364,.0080674,.0154796,-.0067225,.0306262,.036139,.0197046,.027907,.013311,.01255143,.00258244,.00999464,-.01220748,.02514126,.03065412,.01421965,.02242202,.00782608
1985,7,31,.0061809,-.0012007,.0357532,.0442083,.0738079,.0281014,.0117309,.0095542,-.011769,-.058583,-.00738158,.02957231,.0380274,.06762707,.02192057,.00555006,.00337335,-.01794984,-.06476382
1985,8,31,.0054849,-.0047111,-.0044097,-.0319036,-.0186733,.0174469,.0222506,-.0004001,-.0006002,-.0033055,-.01019601,-.00989464,-.03738848,-.0241582,.01196198,.01676568,-.00588501,-.00608511,-.00879039
1985,9,30,.0059821,-.0401972,-.0804511,-.0565704,-.0455205,-.1007047,-.0075283,-.0541394,-.0383251,-.0432207,-.04617926,-.0864332,-.06255242,-.05150259,-.10668678,-.01351034,-.06012152,-.04430719,-.04920277
1985,10,31,.006479,.0456424,.0080674,.0072735,-.0440564,-.0722482,.0548669,-.0418642,.0618474,.0792732,.03916339,.00158841,.00079452,-.05053535,-.07872713,.04838793,-.04834317,.05536844,.07279422
1985,11,30,.0060815,.0684994,.0577971,.0763127,.0585519,.0767758,.0240095,.1000263,.0699924,.0711106,.06241795,.05171563,.07023121,.05247042,.07069437,.01792798,.09394485,.0639109,.06502916
1985,12,31,.006479,.0443039,.0327576,.0542988,.0265446,.0103463,.1140427,.0574195,.0512633,.040758,.03782496,.0262786,.04781981,.02006559,.00386733,.10756375,.05094052,.04478433,.03427903
1986,1,31,.0055844,.0120274,-.0063199,-.0087381,.0263498,.0303352,-.0086372,.0211742,.0243999,.0165621,.006443,-.01190431,-.01432244,.0207654,.02475082,-.01422157,.01558986,.01881551,.01097771
1986,2,28,.005286,.0738079,.1042699,.0524976,.0515483,.0820407,.0742722,.1018343,.0786263,.0697126,.06852192,.09898392,.04721156,.04626226,.07675471,.06898624,.0965483,.07334032,.06442661
1986,3,31,.0059821,.0533512,.0583632,.022935,.0379699,.0712969,.0877361,.0549616,.053446,.0871864,.0473691,.05238117,.0169529,.03198786,.06531481,.08175404,.04897949,.0474639,.08120429
1986,4,30,.0051865,-.0079314,-.0457298,.0313049,-.0553013,-.0652855,-.0296348,.038355,-.0335568,-.0070246,-.0131179,-.05091638,.02611832,-.06048784,-.070472,-.03482133,.03316843,-.03874331,-.01221114
1986,5,31,.004888,.0498372,.0215658,.0551508,.0160702,.0142973,.0617534,.031111,.0505981,.1129715,.0449492,.01667774,.05026281,.01118215,.00940927,.05686536,.02622296,.04571002,.10808345
1986,6,30,.0051865,.0153811,.0154796,-.0225524,-.0344879,-.018164,.0844331,-.0672087,.0287818,.0464064,.01019457,.01029304,-.02773893,-.03967446,-.0233505,.07924653,-.07239528,.02359528,.04121985
1986,7,31,.0051865,-.061131,-.0908004,-.1248832,-.1693658,-.0938712,-.0303561,-.0730009,-.0569937,-.098716,-.06631752,-.09598689,-.13006971,-.17455237,-.09905774,-.03554265,-.07818742,-.06218025,-.1039025
1986,8,31,.0045895,.0632565,.0511683,.1006595,.0836976,.0415257,-.0144032,.0777015,.0668172,.0142973,.058667,.04657883,.09607003,.0791081,.03693629,-.01899268,.07311205,.06222772,.00970785
1986,9,30,.0044899,-.0850134,-.0831642,-.0505567,.0199007,-.0527681,-.0844692,-.1024758,-.1066947,-.0881757,-.08950329,-.08765415,-.05504663,.01541076,-.05725797,-.08895907,-.10696569,-.11118464,-.09266559
1986,10,31,.0045895,.0499324,.015578,-.0253178,.0290732,.0184291,.0727857,.0082657,.0461199,.076961,.04534292,.01098858,-.02990726,.0244838,.01383968,.06819622,.00367629,.04153048,.07237159
1986,11,30,.0038924,.0154796,.0278097,.0468836,-.0569937,.018331,.0079682,.0030952,-.0037069,.0200967,.01158716,.02391729,.04299117,-.06088614,.01443854,.00407576,-.00079721,-.00759928,.01620429
1986,12,31,.004888,-.0281937,-.0326265,-.1529181,-.0314907,-.0753703,-.0231663,-.080126,-.0314907,-.0740772,-.03308177,-.03751454,-.15780614,-.0363787,-.08025834,-.02805431,-.08501408,-.0363787,-.07896524
1987,1,31,.0041912,.1212437,.0350775,.110557,.1274253,.092488,.1990148,.1830713,.1080469,.0983963,.11705251,.03088632,.10636578,.12323409,.08829681,.19482358,.17888007,.1038557,.09420512
1987,2,28,.0042908,.0470744,.0685928,.0542988,.075293,.0562858,.0329511,.0878277,.0175452,.1102884,.04278362,.06430201,.05000799,.0710022,.05199503,.02866032,.08353693,.0132544,.10599757
1987,3,31,.004689,.0208805,-.0187752,.0446865,.0687795,-.0740772,.0085632,.0471698,.0021976,.0191161,.01619149,-.02346414,.03999753,.06409052,-.07876619,.00387424,.04248081,-.00249141,.01442713
1987,4,30,.0043903,-.016841,-.1126089,.0215658,.0339182,-.1005941,.0412379,.0559076,-.0466724,-.0248051,-.02123136,-.11699929,.01717543,.02952787,-.10498446,.03684756,.05151728,-.05106276,-.02919547
1987,5,31,.0037928,.004888,.0057832,-.0011006,.038355,-.0008003,-.0460439,-.0338671,-.0005001,.0055844,.00109524,.00199045,-.0048934,.03456216,-.00459312,-.04983674,-.03765987,-.00429292,.00179158
1987,6,30,.0047885,.043251,.0522129,.0312079,.0336282,.0403739,.0207825,-.0073268,.0424846,.0725997,.03846253,.04742436,.02641941,.02883967,.03558538,.01599402,-.01211529,.0376961,.06781118
1987,7,31,.0045895,.042197,.1087647,.0452601,.1741214,.0509782,.0809346,.0425804,.0314018,.0649447,.0376076,.10417526,.04067068,.16953191,.04638879,.07634517,.03799099,.02681231,.06035524
1987,8,31,.004689,.0391246,.0107421,.027907,-.0425944,.0087615,.0205866,.0846168,.0487902,.0332413,.03443557,.00605311,.02321796,-.04728339,.00407252,.01589764,.07992786,.04410117,.02855235
1987,9,30,.0044899,-.0216323,-.0248051,-.0239854,.0351741,-.0067225,.006777,-.0191828,-.0126801,-.0736465,-.0261222,-.02929502,-.02847527,.03068417,-.01121245,.00228708,-.02367272,-.01716996,-.07813644
1987,10,31,.0059821,-.2567003,-.3599661,-.3232402,-.3635557,-.389641,-.199305,-.4217469,-.2590298,-.3448875,-.2626824,-.36594813,-.32922225,-.36953777,-.39562305,-.20528703,-.42772901,-.2650119,-.35086962
1987,11,30,.0034939,-.0770971,-.0979436,-.0133892,.0227395,-.0698861,-.0496105,-.1204742,-.0618754,-.0977231,-.08059094,-.10143753,-.01688313,.0192456,-.07338002,-.05310439,-.12396805,-.06536929,-.10121698
1987,12,31,.0038924,.0695261,.0523078,.0384512,.098487,.1249572,.119293,.1562342,.0334348,.076498,.06563365,.04841536,.03455877,.09459454,.12106483,.11540059,.15234181,.02954236,.07260555
1988,1,31,.0028958,.0440169,.1365394,.1130608,-.0299439,.0719485,-.0026034,-.0647519,.0794579,.0677521,.04112108,.13364356,.11016499,-.03283968,.0690527,-.00549919,-.06764768,.07656212,.0648563
1988,2,28,.0045895,.0507882,.0495518,.031111,.090937,.0397014,.0532564,.0973989,.040854,.1122567,.04619871,.04496233,.02652154,.08634755,.03511192,.04866691,.09280945,.03626454,.10766723
1988,3,31,.0043903,-.0184695,-.005113,-.0215301,-.0369752,.0333381,.0057832,-.0174514,-.0199986,-.0118702,-.02285986,-.0095034,-.02592047,-.04136559,.02894771,.0013929,-.02184174,-.02438899,-.01626052
1988,4,30,.0045895,.0101483,.0146915,.0332413,.0568528,.0492662,-.0232686,.0402778,-.0059175,.0233258,.00555888,.0101021,.02865188,.05226336,.04467679,-.02785808,.0356884,-.01050693,.01873637
1988,5,31,.005087,.0021976,.0249853,-.0116678,-.0047111,-.005113,-.0232686,.0053855,.0153811,-.0145047,-.00288946,.01989821,-.01675484,-.00979812,-.01020009,-.02835567,.00029843,.01029406,-.01959173
1988,6,30,.004888,.0514533,.0540146,.0464064,.0621294,-.0084355,.0848006,.1101092,.0573251,.0672847,.04656525,.04912656,.04151834,.05724134,-.01332351,.07991257,.10522119,.05243703,.06239671
1988,7,31,.005087,-.0074275,.0020978,-.0253178,.0141987,-.0519251,-.0297378,-.0241902,.0009995,-.0041084,-.01251455,-.00298924,-.03040485,.00911168,-.05701211,-.03482486,-.02927728,-.00408754,-.00919547
1988,8,31,.0058827,-.0275768,-.03335,-.0703152,-.0501361,-.0653922,.0131136,-.0642186,-.0034058,-.0262413,-.03345943,-.03923264,-.07619784,-.05601873,-.07127488,.00723098,-.07010123,-.00928846,-.03212397
1988,9,30,.0061809,.0384512,.0589291,.0414298,.0083649,-.0382212,.0962189,.0485044,.0214679,.0848925,.03227033,.05274821,.03524895,.00218406,-.04440207,.090038,.04232355,.01528705,.0787116
1988,10,31,.0060815,.0174469,.015578,.0238142,.0416217,-.0045102,.003992,.0008996,.0010994,.0214679,.01136544,.00949656,.01773271,.0355402,-.01059163,-.00208945,-.00518188,-.00498207,.01538644
1988,11,30,.0056838,-.0173496,-.0309748,-.0502412,-.0176549,-.0735389,-.0005001,-.0382212,-.0184695,-.0269602,-.02303346,-.03665862,-.05592503,-.02333875,-.07922272,-.00618394,-.04390503,-.02415333,-.032644
1988,12,31,.0062802,.0209784,-.0030045,-.0145047,.0392207,.032564,.0055844,.0489806,.0015987,.0093561,.01469817,-.00928475,-.02078492,.03294048,.02628375,-.00069586,.04270038,-.00468152,.00307586
1989,1,31,.0054849,.0643823,.0576083,.0575139,.1123461,.0593061,.0507882,.0953102,.0687795,.0625052,.05889733,.05212338,.05202898,.10686113,.05382118,.04530324,.08982525,.06329458,.05702027
1989,2,28,.0060815,-.016536,-.0086372,.0442083,-.0365603,.0439212,.0005998,.0416217,-.0052136,-.0176549,-.02261744,-.01471866,.03812678,-.04264172,.03783971,-.00548165,.0355402,-.01129504,-.02373641
1989,3,31,.0066777,.0221528,.038355,.0014989,-.0193867,.0030952,.0749219,.0708312,.0281987,.0312079,.01547515,.0316773,-.00517878,-.02606437,-.00358245,.06824427,.06415353,.021521,.02453027
1989,4,30,.0066777,.0487902,.043251,.0016986,.0336282,.0736221,.0669107,.047742,.028879,.0564748,.04211251,.03657339,-.0049791,.02695053,.06694448,.06023305,.04106434,.02220131,.04979719
1989,5,31,.007869,.040566,.0239118,.031111,.0116321,.029753,.085168,.0735292,.0233258,.0541093,.032697,.01604286,.02324204,.00376313,.021884,.07729906,.06566028,.01545687,.04624037
1989,6,30,.0070749,-.0064206,-.0463581,-.0185714,-.0387408,-.0543506,-.0146062,.0750147,.003992,-.0232686,-.01349548,-.05343304,-.0256463,-.04581574,-.06142551,-.02168107,.06793979,-.00308289,-.03034354
1989,7,31,.0069756,.0760347,.0711106,.0494566,.0639133,-.0133892,.1540935,.0947646,.0703653,.0997548,.06905907,.06413501,.042481,.05693771,-.02036485,.14711792,.08778896,.06338965,.09277922
1989,8,31,.0073728,.0215658,.031111,.043634,.0768684,-.0068232,-.0425944,-.0091417,.0290732,.0363319,.01419302,.02373824,.03626128,.06949569,-.01419598,-.04996715,-.01651441,.02170049,.02895918
1989,9,30,.006479,-.0011006,-.0084355,-.016536,-.0257281,.0009995,.0147901,.001998,-.0015011,-.027988,-.00757957,-.01491444,-.02301493,-.03220711,-.00547947,.00831112,-.00448096,-.00798009,-.034467
1989,10,31,.006777,-.0303561,-.0480354,-.0195907,-.0960705,-.1459511,.0167588,-.0319036,-.0404054,-.0448928,-.0371331,-.05481243,-.02636763,-.10284745,-.15272804,.0099818,-.03868053,-.0471824,-.05166975
1989,11,30,.0068763,.0170538,-.0025031,-.1208126,.0235212,-.0841428,.0371031,-.0073268,-.0129839,.0101483,.01017745,-.00937943,-.12768893,.01664489,-.09101907,.03022678,-.01420308,-.01986023,.00327203
1989,12,31,.0060815,.0175452,-.0004001,.0843412,.0063796,-.0390527,.0156765,-.0079314,-.0253178,.0056838,.01146371,-.00648155,.07825968,.00029814,-.0451342,.00959501,-.01401284,-.03139928,-.00039765
1990,1,31,.0056838,-.075586,-.0410303,-.0362491,-.091896,-.1508229,-.0946404,-.1208126,-.0861027,-.057947,-.0812698,-.04671417,-.04193295,-.09757983,-.15650671,-.10032422,-.12649644,-.09178652,-.06363078
1990,2,28,.0056838,.0166604,.0442083,-.0281937,.0318862,-.0861027,.005087,.0062802,.0085632,.0219572,.01097663,.03852444,-.03387755,.02620237,-.09178652,-.00059678,.00059642,.00287941,.01627335
1990,3,31,.0063796,.0243999,.0794579,.0332413,.0609069,.1324308,.0602481,.0653195,-.0212236,.0586462,.01802028,.07307832,.02686173,.05452733,.12605118,.05386847,.05893986,-.02760324,.05226659
1990,4,30,.0068763,-.0270629,-.0577351,.0022974,-.0731085,.022935,.022935,-.0608121,-.0344879,-.0173496,-.03393922,-.06461136,-.00457894,-.07998478,.01605867,.01605867,-.06768844,-.04136424,-.02422594
1990,5,31,.006777,.0870947,.1019246,.0911196,.0705517,.0148886,.1476438,.1168048,.0423888,.1132394,.08031773,.09514763,.08434261,.06377467,.00811163,.14086686,.1100278,.03561178,.10646241
1990,6,30,.0062802,-.0046106,.0033942,-.0219389,-.0146062,.042197,.0100493,-.0432207,-.0055152,.0159718,-.01089085,-.002886,-.02821915,-.02088639,.03591681,.0037691,-.04950094,-.01179542,.00969153
1990,7,31,.006777,-.012275,-.0294288,-.0718183,.0553401,-.0420728,.0002,-.0938712,-.0557241,-.0372866,-.01905202,-.0362058,-.07859527,.04856311,-.04884976,-.006577,-.1006482,-.06250113,-.04406357
1990,8,31,.0065783,-.0997098,-.143524,-.0953002,-.1080307,-.1026974,-.0503464,-.159934,-.1151864,-.1371952,-.10628816,-.15010232,-.1018785,-.11460906,-.10927572,-.05692469,-.16651235,-.12176473,-.14377355
1990,9,30,.0059821,-.056782,-.1071399,.0075713,-.063579,-.0292229,-.0686001,-.0894872,-.1131687,-.0984952,-.06276409,-.11312195,.00158919,-.06956105,-.03520493,-.07458216,-.09546924,-.11915077,-.10447732
1990,10,31,.006777,-.0124775,.0274206,-.0037069,-.1214899,-.2586412,.0725997,-.0146062,-.0716034,-.031078,-.01925451,.02064361,-.01048385,-.12826688,-.2654182,.06582271,-.02138314,-.0783804,-.03785494
1990,11,30,.0056838,.0669107,.0205866,.0958555,.0289761,.0933082,.0509782,.0927615,.0757566,.1104675,.06122689,.01490282,.09017167,.02329229,.08762436,.04529443,.08707767,.07007279,.10478364
1990,12,31,.0059821,.0301412,.038355,.0500275,.0765906,.034498,.0232281,.0219572,.0221528,.0281987,.02415908,.03237288,.04404542,.07060853,.02851597,.01724605,.0159751,.01617073,.02221658
1991,1,31,.0051865,.0507882,.0705517,.0682192,.0787188,.0166604,.0454513,.1125248,.0710175,.1110046,.04560164,.06536513,.06303271,.07353222,.01147391,.04026474,.10733826,.06583096,.10581803
1991,2,28,.0047885,.0739008,.0169554,-.0150121,.0642885,.0788112,.1029175,.1614383,.1093027,.073715,.06911229,.01216692,-.01980064,.05949997,.07402266,.09812902,.15664983,.10451422,.06892652
1991,3,31,.0043903,.0304322,.0032946,.0604364,.005286,-.0071253,.0551508,.0429637,.0917584,.0893836,.02604186,-.00109578,.05604602,.00089566,-.01151567,.0507605,.03857335,.08736807,.08499322
1991,4,30,.005286,.0024969,-.0105555,-.0131866,-.0010005,.0791808,-.0409262,.028879,.0093561,.0259601,-.00278912,-.01584152,-.01847257,-.0062865,.07389479,-.04621217,.02359296,.00407009,.0206741
1991,5,31,.004689,.0403739,.0607187,.0390284,.0411419,-.0792597,.0378737,.040566,.040566,.078164,.0356849,.05602975,.0343394,.03645295,-.08394867,.03318466,.03587697,.03587697,.07347503
1991,6,30,.0041912,-.0462534,-.0360418,-.0065212,-.0491902,-.0916768,-.0591133,-.0560414,-.037079,-.0453112,-.05044459,-.04023298,-.01071242,-.05338145,-.095868,-.06330447,-.06023259,-.04127021,-.04950243
1991,7,31,.004888,.0462154,.0559076,.0137056,.0441126,.0597772,.0870947,.0068763,.0703653,.0552455,.04132739,.0510196,.00881761,.03922454,.05488917,.08220668,.00198827,.06547723,.05035744
1991,8,31,.0045895,.0274206,.0310141,-.0416557,.0088606,-.0760175,.0578915,.0152826,.0441126,.0483139,.02283114,.0264246,-.04624513,.00427118,-.08060694,.05330203,.01069317,.03952312,.04372441
1991,9,30,.0045895,-.0113643,.0031949,-.0177567,-.0337636,-.1025866,-.0471964,.0813956,.0097523,-.043534,-.01595378,-.00139456,-.02234617,-.03835308,-.10717604,-.05178589,.07680618,.00516284,-.04812346
1991,10,31,.0041912,.0169554,.0323704,.0333381,-.0097474,.0121262,.0206846,.1098405,-.0008003,-.0318003,.01276424,.02817918,.02914686,-.01393856,.00793498,.01649339,.10564926,-.00499152,-.03599152
1991,11,30,.0038924,-.0387408,-.0609184,-.027988,-.0798011,-.0519251,.02985,.0160702,-.0358345,-.0052136,-.04263324,-.06481083,-.03188045,-.08369349,-.05581749,.02595761,.01217777,-.03972687,-.00910598
1991,12,31,.0037928,.10634,.093126,.0688729,.0683126,.1464353,.1433208,.1147562,.1182274,.124251,.10254724,.08933318,.06508007,.06451984,.14264248,.13952802,.11096344,.11443458,.12045816
1992,1,31,.0033942,-.0025031,.038836,-.0319036,.0316924,.0592119,-.031078,.0107421,.0402778,-.0028039,-.00589736,.03544179,-.03529778,.02829821,.05581763,-.03447219,.00734786,.03688361,-.00619816
1992,2,28,.0027961,.013607,-.03335,.0161686,.0677521,-.0078306,.0148886,.0621294,.0322736,.0286846,.01081092,-.03614607,.01337249,.06495602,-.01062667,.01209253,.05933328,.02947747,.02588855
1992,3,31,.0033942,-.0234734,-.0085363,-.0559356,-.0133892,-.0024029,.0134097,-.0276796,.0132123,-.013592,-.02686759,-.01193056,-.05932987,-.01678347,-.00579712,.01001545,-.0310738,.0098181,-.01698619
1992,4,30,.0031949,.0138043,.0207825,.0357532,.0365248,.1584557,.0188218,.0105442,-.0034058,-.0467772,.01060939,.01758765,.03255828,.03332988,.1552608,.01562686,.00734932,-.00660068,-.04997208
1992,5,31,.0027961,.0057832,-.0198966,-.0354199,.0090588,-.0773131,.0355602,.0625052,.0304322,-.0022024,.00298716,-.02269272,-.03821603,.00626276,-.08010919,.03276409,.05970912,.02763612,-.00499851
1992,6,30,.0031949,-.0204068,-.0481404,-.0130852,.0194104,-.0864297,-.0564645,-.0195907,-.004912,-.0182658,-.0236017,-.05133526,-.01628013,.0162155,-.08962462,-.05965943,-.02278554,-.00810694,-.0214607
1992,7,31,.0030952,.0399896,.0324672,.0577027,-.0019018,-.0601747,.0444952,.0241071,.0314018,.0420053,.03689444,.02937198,.05460751,-.00499701,-.06326993,.04140004,.02101187,.02830656,.03891009
1992,8,31,.0025966,-.0214279,-.0465676,.0200967,-.0958503,-.0412387,.0127188,-.0393647,-.0359381,.0004999,-.02402457,-.04916426,.01750008,-.09844696,-.04383537,.01012215,-.04196135,-.03853473,-.00209675
1992,9,30,.0025966,.0143959,-.0223479,.0111377,-.0043093,-.0208151,-.0213258,.0617534,.019018,.0420053,.01179925,-.02494449,.00854112,-.0069059,-.02341176,-.02392241,.05915677,.01642138,.03940867
1992,10,31,.0022974,.0124225,.0337249,-.0031048,.0154796,.0691529,.0201947,.0164637,.0323704,.0440169,.01012516,.03142751,-.00540217,.01318221,.0668555,.01789735,.01416637,.03007302,.04171953
1992,11,30,.0022974,.0426763,.0096533,.0618474,.0675652,.098215,.0069756,.0538251,.0740865,.0680324,.04037892,.0073559,.05955005,.06526782,.09591769,.00467825,.05152773,.07178918,.06573505
1992,12,31,.0027961,.0179381,.0840654,.0937635,.0390284,.067939,.0285875,-.0423857,.0493614,.0017984,.01514206,.08126929,.09096744,.0362323,.0651429,.02579137,-.0451818,.04656534,-.00099771
1993,1,31,.0022974,.0115332,-.0380134,-.0054146,.0631626,-.0075283,.0085632,.0527822,.0366212,-.002002,.00923588,-.0403108,-.00771199,.06086522,-.00982563,.00626587,.05048483,.03432382,-.00429936
1993,2,28,.0021976,.0033942,.0203907,.0324672,-.005113,-.0035061,-.0237805,-.1018113,.0200967,-.0178585,.00119665,.01819311,.03026961,-.00731063,-.00570372,-.02597811,-.10400885,.01789912,-.0200561
1993,3,31,.0024969,.0251803,.0369104,.0513583,-.0083346,-.0306654,.0243023,.0259601,.0556239,.0290732,.02268342,.03441347,.04886141,-.01083152,-.03316229,.02180541,.02346322,.05312702,.02657637
1993,4,30,.0023971,-.0285024,.0200967,.0370067,-.022757,-.0701006,-.0962907,.0131136,-.0305623,-.0971719,-.03089948,.01769958,.0346096,-.02515411,-.07249775,-.09868779,.01071652,-.03295943,-.09956904
1993,5,31,.0021976,.0306262,.0462154,-.0211215,.040854,.0763127,.0313049,.0717624,.0176434,.0569473,.02842861,.04401784,-.02331908,.03865641,.0741151,.02910727,.06956478,.01544585,.0547497
1993,6,30,.0024969,.0055844,.0156765,.0669107,.0135084,-.096621,.0199007,.034981,.0493614,-.0353163,.0030875,.0131796,.06441383,.01101147,-.09911792,.01740378,.03248409,.04686455,-.03781323
1993,7,31,.0023971,-.0010005,.0347878,.0202927,-.0253178,.0186255,.0001,.0113355,.0337249,.0011993,-.00339763,.0323907,.01789558,-.02771493,.01622834,-.00229713,.00893838,.03132775,-.00119784
1993,8,31,.0024969,.038836,.0314987,.0442083,.0274206,.0503128,.0212721,.0755712,.0555293,.0362355,.03633914,.02900179,.04171137,.02492372,.04781593,.01877526,.07307431,.05303243,.03373861
1993,9,30,.0025966,.001399,-.0134906,.0099503,-.0443699,.0858107,-.0150121,.0322736,.0385474,-.0034058,-.00119761,-.01608722,.00735371,-.04696658,.08321403,-.01760875,.02967693,.03595078,-.00600242
1993,10,31,.0021976,.0161686,.0054849,.0207825,.0420053,.0365248,.0210763,.0170538,-.0355236,.0468836,.013971,.00328735,.01858495,.03980771,.03432719,.01887874,.01485617,-.03772114,.044686
1993,11,30,.0024969,-.016536,.0243023,-.0294288,.0031949,-.0489802,-.0044097,-.0006002,-.0367677,.014593,-.01903285,.02180541,-.03192569,.00069801,-.05147706,-.00690659,-.00309706,-.0392646,.01209612
1993,12,31,.0022974,.0186255,.0660686,.0429637,.0662558,.0223484,.0415257,-.0725707,.0084641,-.0390527,.01632811,.06377124,.04066634,.06395844,.02005104,.03922839,-.07486805,.00616672,-.04135009
1994,1,31,.0024969,.0307232,.0233258,.0259601,.0993022,.0089597,-.0505567,.0201947,.0385474,.0004999,.02822629,.02082894,.02346322,.09680532,.00646286,-.0530536,.01769783,.03605053,-.00199701
1994,2,28,.0020978,-.0236781,.0194104,.0300441,-.0329365,.0102473,.0161686,.0556239,-.0424901,.0280042,-.02577592,.0173126,.02794632,-.0350343,.00814952,.01407078,.0535261,-.04458785,.0259064
1994,3,31,.0026964,-.0461487,-.0464629,-.0354199,-.0591133,-.0876298,-.0322133,-.0666741,-.0425944,-.0440564,-.04884502,-.04915924,-.03811631,-.06180962,-.09032612,-.03490968,-.06937049,-.04529076,-.04675275
1994,4,30,.0026964,.0094552,-.0012007,-.0151136,-.0098483,-.0457298,.0181346,.0008996,.0235212,.0022974,.0067588,-.00389708,-.01781,-.0125447,-.04842621,.01543821,-.00179677,.02082483,-.000399
1994,5,31,.0030952,.0088606,.029753,-.0360418,.0346912,.0470744,-.0219389,.0056838,.028879,-.025523,.00576542,.02665775,-.03913698,.03159603,.0439792,-.02503411,.00258861,.02578376,-.02861816
1994,6,30,.0030952,-.0275768,-.0191828,.0271287,.0093561,-.0331432,-.046882,-.0574173,-.030253,-.0167393,-.03067197,-.02227802,.02403346,.00626089,-.03623842,-.04997719,-.06051248,-.03334825,-.01983453
1994,7,31,.0027961,.0305292,.0040916,-.0086372,.0655068,-.0300469,.053446,.0148886,.0171521,.0088606,.02773312,.00129553,-.01143328,.06271071,-.03284301,.05064989,.01209253,.01435597,.00606454
1994,8,31,.0036932,.0428679,.0430595,.0498372,.0508832,.090389,.0504079,.040662,.0568528,.0445909,.03917473,.03936632,.04614406,.04719004,.08669583,.04671473,.03696881,.05315964,.04089771
1994,9,30,.0036932,-.0195906,-.05509,-.0792597,.003992,-.0334534,.024595,-.016231,-.0496105,-.0252152,-.02328382,-.05878314,-.08295285,.00029885,-.03714655,.02090188,-.01992419,-.05330367,-.02890842
1994,10,31,.0037928,.0170538,.0243023,.0266419,-.0392607,-.0416557,.0367176,.0602481,.0062802,.0113355,.01326096,.02050949,.02284913,-.04305351,-.04544847,.03292478,.05645528,.00248744,.00754271
1994,11,30,.0036932,-.0373904,-.0291199,-.0262413,-.0893778,-.0400931,.0086624,-.081644,-.0490852,-.0251127,-.04108356,-.03281307,-.02993448,-.09307099,-.04378627,.0049692,-.08533716,-.05277838,-.02880587
1994,12,31,.0043903,.0129162,.0504079,.0470744,.0428679,.0608128,.0188218,-.0484552,.0020978,-.0503464,.00852588,.04601756,.04268406,.03847755,.05642249,.01443141,-.05284557,-.00229255,-.05473672
1995,1,31,.0041912,.0219572,.0023971,.0274206,-.0609184,-.016231,.0280042,.0008996,.0398936,.0082657,.01776596,-.00179408,.02322939,-.06510962,-.02042222,.02381299,-.00329161,.03570236,.00407454
1995,2,28,.003992,.0395091,.0602481,.0651321,.032564,.0510733,.0475513,.0417176,.0613773,.0210763,.03551711,.05625606,.06114007,.02857197,.04708125,.04355928,.03772557,.05738526,.01708431
1995,3,31,.0045895,.026155,.0757566,.0153811,.02137,.0093561,.0237165,.0201947,.0071742,.0385474,.02156551,.07116716,.01079165,.01678057,.00476664,.01912708,.01560525,.00258475,.03395796
1995,4,30,.0043903,.0251803,.040758,.0817643,-.0002,-.0038072,.0317893,-.0509776,.0384512,-.0354199,.02078995,.03636764,.07737396,-.00459037,-.00819759,.02739897,-.0553679,.03406084,-.03981029
1995,5,31,.0053855,.0338215,.0586462,.0519281,.0164637,-.0486652,.0808424,.0594946,.0389322,.0276152,.02843608,.05326072,.04654262,.01107825,-.05405064,.07545692,.0541091,.03354674,.02222969
1995,6,30,.004689,.0314018,.0498372,.0045895,.0631626,.0107421,-.0013008,.0174469,.0474559,.0512633,.02671277,.04514825,-.00009954,.05847359,.00605311,-.00598984,.01275792,.04276695,.04657431
1995,7,31,.0044899,.040854,.0607187,.0088606,.0625052,.1130608,.0236189,.0454513,.0486949,.039413,.03636409,.05622883,.00437072,.0580153,.10857089,.01912896,.04096136,.04420501,.0349231
1995,8,31,.004689,.0101483,-.0163327,-.0024029,-.0004001,.0251803,-.0164343,.0089597,.045069,-.0359381,.00545934,-.02102164,-.00709187,-.00508907,.02049131,-.0211233,.00427075,.04037998,-.0406271
1995,9,30,.0042908,.0371031,.0542041,.0416217,-.0421771,.0118298,.0885602,-.0307685,.0460244,.0314018,.03281231,.04991327,.03733089,-.04646786,.00753897,.0842694,-.03505931,.04173366,.02711098
