year,month,day,R_Rf,R_Market,R_I_Aero,R_I_Guns,R_I_Steel,R_I_Ships,R_I_Beer,R_I_Toys,R_I_Fin,R_I_Rtail,eR_Market,FF_SMB_Factor,FF_HML_Factor,eR_I_Aero,eR_I_Guns,eR_I_Steel,eR_I_Ships,eR_I_Beer,eR_I_Toys,eR_I_Fin,eR_I_Rtail,eR_I_Beer,eR_I_Toys,eR_I_Fin,eR_I_Rtail
1981,1,31,0.0103463,-0.040822,-0.0709591,-0.0939811,0.0071742,-0.1253365,0.0445909,-0.0873023,-0.0383251,0.0045895,-0.05116829,0.0295588,0.0661622,-0.08130538,-0.10432736,-0.00317209,-0.13568278,0.03424459,-0.09764862,-0.04867141,-0.00575684,-0.01422157,0.01558986,0.01881551,0.01087935
1981,2,28,0.0106432,0.0161686,-0.0391567,-0.0068232,0.0251803,-0.0149106,0.0312079,0.007472,0.0167588,0.0316924,0.00552542,-0.0030045,0.0095542,-0.04979988,-0.01746639,0.01453714,-0.02555377,0.02056477,-0.00317115,0.00611562,0.02104929,0.06898624,0.0965483,0.07334032,0.06442661
1981,3,31,0.0120274,0.0465973,0.0287818,0.0508832,0.1819048,0.0161686,0.0765906,0.1176941,0.0672847,0.1265445,0.0345699,0.0351741,0.0066777,0.01675442,0.03885583,0.16987743,0.0041412,0.06456322,0.10566676,0.05525737,0.11451716,0.08175404,0.04897949,0.0474639,0.08129593
1981,4,30,0.0107421,-0.0102524,0.0102473,-0.0123763,-0.0159262,0.0030952,-0.020713,0.0443996,0.0023971,0.0413339,-0.02099447,0.043251,0.0223484,-0.00049478,-0.02311837,-0.02666825,-0.00764689,-0.03145514,0.03365749,-0.00834497,0.03059176,-0.03482133,0.03316843,-0.03874331,-0.01221114
1981,5,31,0.0114344,0.0125213,-0.0068232,0.0049875,-0.0008003,-0.0191828,0.0127188,0.0576083,0.0185273,0.0251803,0.0010869,0.0198026,-0.0042088,-0.0182576,-0.00644684,-0.0122347,-0.0306172,0.00128439,0.04617393,0.00709293,0.01374592,0.05686536,0.02622296,0.04571002,0.10808345
1981,6,30,0.0134097,-0.0101513,-0.0287082,-0.0680647,-0.0657125,-0.0150121,0.0059821,-0.0982746,0.0061809,-0.012275,-0.02356104,-0.0085363,0.0499324,-0.04211785,-0.08147442,-0.07912223,-0.02842181,-0.00742762,-0.11168425,-0.00722883,-0.02568472,0.07924653,-0.07239528,0.02359528,0.04121985
1981,7,31,0.0123238,-0.0030045,-0.065499,-0.0400931,0.0017984,-0.0877389,-0.0108587,-0.0728933,-0.020713,-0.0280909,-0.01532826,-0.0220411,-0.0063199,-0.07782273,-0.05241684,-0.01052537,-0.10006266,-0.02318249,-0.08521708,-0.03303679,-0.04041463,-0.03554265,-0.07818742,-0.06218025,-0.1039025
1981,8,31,0.0127188,-0.0592194,-0.1131687,-0.0834903,-0.0750469,-0.1598167,-0.0589011,-0.0273712,-0.0539283,-0.0626204,-0.07193813,-0.0196926,0.0471698,-0.12588747,-0.09620909,-0.08776565,-0.17253548,-0.07161988,-0.04008997,-0.06664711,-0.07533914,-0.01899268,0.07311205,0.06222772,0.00970785
1981,9,30,0.0123238,-0.061131,-0.0495054,-0.0620882,-0.1000414,-0.0534008,-0.0063199,-0.0229616,-0.0397809,-0.0270629,-0.07345475,-0.0269602,0.050503,-0.06182917,-0.07441194,-0.11236511,-0.06572452,-0.01864368,-0.03528536,-0.05210462,-0.03938667,-0.08895907,-0.10696569,-0.11118464,-0.09266559
1981,10,31,0.0120274,0.0594946,0.0655068,0.0717624,0.0123237,0.1114519,0.0794579,0.1058004,0.0761274,0.0532564,0.04746719,0.0211742,-0.0430119,0.05347942,0.05973499,0.00029637,0.09942454,0.06743054,0.09377304,0.06409998,0.04122898,0.06819622,0.00367629,0.04153048,0.07227899
1981,11,30,0.0106432,0.0433468,-0.0143018,-0.0741849,0.0431553,-0.0553013,0.0330479,-0.0367677,0.0576083,0.0114344,0.03270364,-0.0097474,0.0187236,-0.02494495,-0.08482806,0.03251211,-0.06594448,0.02240469,-0.04741088,0.04696515,0.00079122,0.00407576,-0.00079721,-0.00759928,0.01620429
1981,12,31,0.0086624,-0.0281937,-0.0017014,0.0029955,-0.0269602,0.0271287,-0.0217345,-0.0050125,-0.0297378,-0.018979,-0.03685611,0.0117309,0.007472,-0.01036382,-0.00566686,-0.03562256,0.01846629,-0.03039687,-0.01367491,-0.03840019,-0.02764134,-0.02805431,-0.08501408,-0.0363787,-0.07896524
1982,1,31,0.0079682,-0.0247026,-0.0469868,-0.0271657,-0.0932124,0.0249853,0.0182328,-0.0015011,-0.0387408,0.0130149,-0.03267078,-0.0129839,0.0309171,-0.05495496,-0.03513384,-0.10118055,0.01701708,0.0102646,-0.0094693,-0.046709,0.00504677,0.19482358,0.17888007,0.1038557,0.09420512
1982,2,28,0.0091579,-0.0506619,-0.0559356,0.0062802,-0.0482453,-0.0929929,-0.0156214,-0.0905814,-0.0462534,-0.0058169,-0.05981985,0.0047885,0.0589291,-0.06509357,-0.0028777,-0.05740325,-0.10215081,-0.02477932,-0.09973931,-0.05541132,-0.01497482,0.02866032,0.08353693,0.0132544,0.10599757
1982,3,31,0.0097523,-0.0089398,0.0038924,-0.0957403,-0.0530844,0.0073728,0.0462154,0.0577971,-0.0236781,0.0481233,-0.01869213,-0.002002,0.0371031,-0.00585988,-0.10549256,-0.06283666,-0.00237954,0.03646313,0.04804481,-0.03343042,0.03837098,0.00387424,0.04248081,-0.00249141,0.01442713
1982,4,30,0.0112366,0.0430595,0.0499324,0.0702721,0.0158733,0.1306773,0.0945826,0.0757566,0.0449734,0.0597772,0.03182286,0.0149871,-0.0285024,0.03869574,0.05903542,0.00463672,0.11944069,0.08334601,0.06451998,0.03373673,0.04854057,0.03684756,0.05151728,-0.05106276,-0.02919547
1982,5,31,0.0105442,-0.0297378,-0.0434296,-0.0298408,-0.0706371,-0.0964008,-0.0253178,-0.0651787,-0.0461487,-0.026652,-0.04028203,0.004689,0.0180364,-0.05397377,-0.04038506,-0.08118129,-0.10694498,-0.03586202,-0.07572294,-0.05669287,-0.03719625,-0.04983674,-0.03765987,-0.00429292,0.00179158
1982,6,30,0.0095542,-0.0215301,-0.0219389,-0.0395728,-0.0693501,0.034498,0.0212721,-0.012275,-0.0264466,0.0344014,-0.03108433,-0.004008,0.0149871,-0.03149312,-0.04912699,-0.07890429,0.02494383,0.01171792,-0.02182924,-0.03600086,0.02484721,0.01599402,-0.01211529,0.0376961,0.06781118
1982,7,31,0.0104453,-0.0216323,0.0376811,0.013311,-0.0471964,0.0097523,0.0831456,0.040758,-0.026344,0.005286,-0.03207756,0.0083649,0.0014989,0.02723581,0.00286576,-0.05764169,-0.00069297,0.07270032,0.03031273,-0.03678923,-0.00515925,0.07634517,0.03799099,0.02681231,0.06035524
1982,8,31,0.0075713,0.1124354,0.1874749,0.2824685,0.1250455,0.1342686,0.0397014,0.0718554,0.1202688,0.1103779,0.10486417,-0.0419685,0.0115332,0.17990366,0.27489724,0.11747422,0.12669735,0.0321301,0.06428417,0.11269756,0.10280664,0.01589764,0.07992786,0.04410117,0.02855235
1982,9,30,0.005087,0.0178399,0.0055844,-0.0138961,-0.0532953,-0.0197946,0.0599656,0.0043903,0.0498372,0.0538251,0.01275288,0.0283931,0.0033942,0.00049734,-0.01898314,-0.05838234,-0.02488167,0.05487854,-0.00069669,0.0447502,0.04873805,0.00228708,-0.02367272,-0.01716996,-0.07813644
1982,10,31,0.0058827,0.1123461,0.1502287,0.1408917,0.0890177,0.0218593,0.0673782,0.1768064,0.1365394,0.1578581,0.1064634,0.0233258,-0.0374942,0.14434604,0.13500908,0.08313504,0.01597667,0.06149557,0.17092371,0.1306567,0.15197543,-0.20528703,-0.42772901,-0.2650119,-0.35086962
1982,11,30,0.0062802,0.0516432,0.043634,0.0585519,0.0358497,-0.0344879,0.0682192,0.1110046,0.0566638,0.111094,0.045363,0.0465973,-0.0197946,0.0373538,0.05227165,0.02956942,-0.04076817,0.061939,0.10472432,0.05038361,0.10481381,-0.05310439,-0.12396805,-0.06536929,-0.10121698
1982,12,31,0.0066777,0.0121262,0.0216636,-0.0441609,0.0553401,0.0369104,-0.0403013,-0.0898153,-0.020713,-0.0304592,0.00544853,-0.0018016,0.0001,0.01498599,-0.05083855,0.04866244,0.0302327,-0.04697895,-0.09649296,-0.0273907,-0.03713686,0.11540059,0.15234181,0.02954236,0.07260555
1983,1,31,0.0068763,0.0420053,0.0711106,0.0189199,0.0777015,0.1244276,0.0163654,0.0941277,0.0026964,0.0066777,0.03512899,0.0265446,-0.0086372,0.06423432,0.01204358,0.0708252,0.11755127,0.00948905,0.08725136,-0.00417994,-0.00019865,-0.00549919,-0.06764768,0.07656212,0.0648563
1983,2,28,0.0061809,0.0315956,0.0606246,0.0224462,0.0386436,0.0724137,0.0457379,0.1200915,0.0434426,0.0739937,0.0254147,0.0317893,0.0066777,0.05444376,0.01626533,0.03246276,0.06623282,0.03955703,0.11391062,0.0372617,0.06781282,0.04866691,0.09280945,0.03626454,0.10766723
1983,3,31,0.0062802,0.0339182,0.0651321,0.0593061,0.028879,0.0118298,0.1062501,-0.0970617,0.059683,0.1015633,0.02763798,0.0176434,0.0204887,0.05885186,0.05302587,0.02259872,0.00554951,0.09996988,-0.10334195,0.05340277,0.09528307,0.0013929,-0.02184174,-0.02438899,-0.01626052
1983,4,30,0.0070749,0.0712038,0.0482186,0.1296238,0.0300441,0.1307651,0.0524027,0.0351741,0.0888347,0.0932171,0.06412885,0.0053855,0.0059821,0.04114366,0.12254886,0.02296921,0.12369016,0.04532777,0.02809916,0.0817598,0.08614217,-0.02785808,0.0356884,-0.01050693,0.01873637
1983,5,31,0.0068763,0.0120274,0.0059821,0.0569473,0.0908457,0.0357532,-0.0336602,0.0904804,0.0170538,-0.0001,0.00515108,0.059683,-0.0139975,-0.00089423,0.05007098,0.08396938,0.02887687,-0.0405365,0.08360405,0.01017745,-0.00697631,-0.02835567,0.00029843,0.01029406,-0.01959173
1983,6,30,0.0066777,0.0367176,0.0723207,0.040854,-0.0199986,0.0375848,-0.0001,0.1084956,0.0116321,0.061001,0.03003993,0.0089597,-0.0393647,0.06564301,0.03417634,-0.0266763,0.0309071,-0.00677766,0.10181794,0.00495443,0.05432337,0.07991257,0.10522119,0.05243703,0.06239671
1983,7,31,0.0073728,-0.0338671,-0.061769,-0.0065212,-0.0077298,-0.0136933,-0.0036065,-0.0202027,-0.0066219,-0.0228593,-0.04123983,0.014593,0.0542988,-0.06914178,-0.01389397,-0.01510255,-0.02106608,-0.01097925,-0.02757546,-0.01399463,-0.03023205,-0.03482486,-0.02927728,-0.00408754,-0.00919547
1983,8,31,0.0075713,0.0025966,-0.0530844,-0.0199986,0.0725997,-0.0877389,0.0316924,0.0021976,0.0008996,-0.0557241,-0.00497464,-0.0438474,0.0537303,-0.06065564,-0.02756991,0.06502843,-0.09531018,0.02412118,-0.00537368,-0.00667167,-0.06329542,0.00723098,-0.07010123,-0.00928846,-0.03212397
1983,9,30,0.0075713,0.0166604,0.036139,0.0507882,-0.0211215,0.1348805,0.0461199,0.0226417,0.0135084,0.0199987,0.00908918,0.0055844,0.0105442,0.02856778,0.0432169,-0.02869276,0.12730921,0.03854867,0.01507046,0.00593708,0.01242742,0.090038,0.04232355,0.01528705,0.0787116
1983,10,31,0.0075713,-0.0271657,-0.0386369,-0.0100503,-0.0530844,0.001399,-0.0276796,-0.0541394,-0.0218367,-0.0082338,-0.03473693,-0.036664,0.0489806,-0.04620815,-0.0176216,-0.06065564,-0.00617224,-0.03525083,-0.06171071,-0.02940796,-0.01580507,-0.00208945,-0.00518188,-0.00498207,0.01538644
1983,11,30,0.0069756,0.0281987,0.1030078,0.0444952,0.0902063,0.0607187,-0.0353163,0.0439212,0.0254728,0.0414298,0.02122304,0.0200967,-0.0064206,0.09603214,0.03751963,0.08323065,0.05374312,-0.04229196,0.03694557,0.01849718,0.0344542,-0.00618394,-0.04390503,-0.02415333,-0.032644
1983,12,31,0.0072735,-0.0105555,-0.0164343,-0.0351092,0.0138043,-0.0011006,-0.0271657,-0.0080322,-0.0061187,-0.0624075,-0.017829,-0.0029042,0.0166604,-0.02370779,-0.04238266,0.0065308,-0.00837409,-0.03443915,-0.01530566,-0.01339217,-0.06968095,-0.00069586,0.04270038,-0.00468152,0.00307586
1984,1,31,0.0075713,-0.0116678,-0.0119714,-0.0561472,-0.0194887,-0.0699934,-0.0160278,-0.0792597,0.0005998,-0.066033,-0.01923907,-0.0043093,0.0732505,-0.01954264,-0.06371843,-0.02705994,-0.07756464,-0.02359903,-0.08683095,-0.00697145,-0.07360423,0.04530324,0.08982525,0.06329458,0.05702027
1984,2,28,0.0070749,-0.0419685,-0.0712812,-0.1187835,-0.082621,-0.0773131,-0.0767731,-0.0632593,-0.0521358,-0.0441609,-0.0490434,-0.0171462,0.0324672,-0.07835612,-0.12585845,-0.08969594,-0.08438802,-0.08384797,-0.07033425,-0.05921067,-0.05123581,-0.00548165,0.0355402,-0.01129504,-0.02373641
1984,3,31,0.0072735,0.0135084,-0.0393647,0.04095,0.0565694,-0.0261387,-0.0149106,0.0215658,0.0173486,0.0027961,0.00623487,0.0005998,0.0047885,-0.04663821,0.0336765,0.04929587,-0.03341214,-0.0221841,0.01429229,0.01007515,-0.0044774,0.06824427,0.06415353,0.021521,0.02453027
1984,4,30,0.0080674,0.0028958,0.0068763,0.0293646,-0.0561472,0.0732505,-0.0047111,0.0429637,0.0006998,0.0077697,-0.00517157,-0.0119714,0.0123237,-0.00119107,0.02129724,-0.06421453,0.06518309,-0.01277845,0.03489633,-0.00736762,-0.00029763,0.06023305,0.04106434,0.02220131,0.04979719
1984,5,31,0.0077697,-0.0532953,-0.0130852,-0.0892685,-0.1024758,-0.0730009,-0.0026034,-0.1013685,-0.0519251,-0.0517144,-0.06106503,0.0004999,0.0023971,-0.02085498,-0.0970382,-0.11024553,-0.08077063,-0.01037312,-0.10913824,-0.05969481,-0.05948417,0.07729906,0.06566028,0.01545687,0.04624037
1984,6,30,0.007472,0.0253753,0.0875529,0.0555293,-0.0132879,0.1257512,0.0076705,-0.0099493,0.0146915,0.0739937,0.01790329,-0.0031048,-0.0264466,0.08008088,0.0480573,-0.02075991,0.11827919,0.00019849,-0.01742135,0.00721953,0.06652166,-0.02168107,0.06793979,-0.00308289,-0.03034354
1984,7,31,0.0081666,-0.0193867,0.0391246,0.0454513,-0.0961806,0.004689,-0.0291199,0.0211742,-0.0058169,0.0104453,-0.02755328,-0.0223479,0.0042908,0.03095799,0.0372847,-0.10434712,-0.00347757,-0.03728646,0.01300767,-0.01398345,0.00227869,0.14711792,0.08778896,0.06338965,0.09277922
1984,8,31,0.0082657,0.1053505,0.1289208,0.1160037,0.1301507,0.1733649,0.0569473,0.1561487,0.0958555,0.087278,0.09708477,-0.0025031,-0.0182658,0.12065504,0.10773793,0.12188494,0.16509916,0.04868154,0.14788294,0.08758975,0.07901226,-0.04996715,-0.01651441,0.02170049,0.02895918
1984,9,30,0.0085632,0.0005998,-0.0239854,-0.0481404,-0.0345914,-0.044579,0.0102473,-0.0936516,0.0227395,0.0028958,-0.00796341,0.0021976,0.0514533,-0.03254859,-0.0567036,-0.04315468,-0.05314228,0.00168409,-0.10221478,0.01417626,-0.00566743,0.00831112,-0.00448096,-0.00798009,-0.034467
1984,10,31,0.0099503,0.0015987,0.0573251,0.0788112,-0.0185714,0.0560967,0.0461199,-0.0222456,0.006777,-0.0123763,-0.00835161,-0.0121738,0.004888,0.04737474,0.06886085,-0.02852172,0.04614641,0.0361696,-0.03219594,-0.00317335,-0.0223266,0.0099818,-0.03868053,-0.0471824,-0.05166975
1984,11,30,0.0072735,-0.0103534,-0.0726782,0.0009995,-0.0110609,0.0201947,-0.0011006,-0.0706371,0.0026964,-0.0278852,-0.0176269,-0.0061187,0.0397014,-0.07995171,-0.00627398,-0.01833443,0.01292122,-0.00837409,-0.07791057,-0.00457712,-0.03515869,0.03022678,-0.01420308,-0.01986023,0.00327203
1984,12,31,0.0063796,0.0244975,0.0402778,0.073715,0.0224462,0.0507882,0.0153811,0.0328543,0.0355602,-0.0011006,0.01811787,-0.0060181,-0.0016013,0.03389824,0.06733543,0.01606658,0.04440856,0.00900149,0.02647473,0.02918057,-0.00748021,0.00959501,-0.01401284,-0.03139928,-0.00039765
1985,1,31,0.006479,0.0828695,0.0956737,0.0403739,0.1000263,0.0992117,0.0512633,0.1011115,0.0780715,0.1200915,0.07639051,0.0321767,-0.0555127,0.08919478,0.03389493,0.09354735,0.09273269,0.04478433,0.09463254,0.07159257,0.11361252,-0.10032422,-0.12649644,-0.09178652,-0.06363078
1985,2,28,0.0057832,0.0178399,0.0656005,0.0411419,-0.0036065,0.0215658,0.0141987,-0.0096464,0.0177417,0.0228372,0.01205667,0.0076705,-0.001401,0.05981721,0.0353587,-0.00938974,0.01578253,0.00841547,-0.01542962,0.01195844,0.01705399,-0.00059678,0.00059642,0.00287941,0.01627335
1985,3,31,0.0061809,-0.0022024,-0.0393647,-0.0653922,-0.0335568,-0.054773,0.0419094,-0.0220411,0.0022974,-0.0068232,-0.00838328,-0.0114655,0.0397014,-0.04554558,-0.07157308,-0.03973764,-0.06095388,0.03572855,-0.02822199,-0.0038835,-0.01300408,0.05386847,0.05893986,-0.02760324,0.05226659
1985,4,30,0.0071742,-0.0024029,-0.0219389,-0.0325232,-0.0499258,-0.0943107,0.014593,-0.0515038,0.0199007,0.0034939,-0.00957709,0.0014989,0.0364284,-0.02911311,-0.0396974,-0.05710001,-0.10148488,0.0074188,-0.05867805,0.01272646,-0.00368031,0.01605867,-0.06768844,-0.04136424,-0.02422594
1985,5,31,0.0065783,0.0559076,0.0899321,0.1037292,0.0165621,0.0564748,0.081119,0.0751075,0.0575139,0.1080469,0.04932932,-0.022757,-0.0085363,0.08335379,0.09715087,0.00998377,0.04989653,0.07454073,0.06852916,0.05093559,0.10146859,0.14086686,0.1100278,0.03561178,0.10646241
1985,6,30,0.0054849,0.0180364,0.0080674,0.0154796,-0.0067225,0.0306262,0.036139,0.0197046,0.027907,0.013311,0.01255143,0.0055844,0.0054849,0.00258244,0.00999464,-0.01220748,0.02514126,0.03065412,0.01421965,0.02242202,0.00782608,0.0037691,-0.04950094,-0.01179542,0.00969153
1985,7,31,0.0061809,-0.0012007,0.0357532,0.0442083,0.0738079,0.0281014,0.0117309,0.0095542,-0.011769,-0.058583,-0.00738158,0.0281014,-0.0167393,0.02957231,0.0380274,0.06762707,0.02192057,0.00555006,0.00337335,-0.01794984,-0.06476382,-0.006577,-0.1006482,-0.06250113,-0.04406357
1985,8,31,0.0054849,-0.0047111,-0.0044097,-0.0319036,-0.0186733,0.0174469,0.0222506,-0.0004001,-0.0006002,-0.0033055,-0.01019601,-0.0034058,0.0222506,-0.00989464,-0.03738848,-0.0241582,0.01196198,0.01676568,-0.00588501,-0.00608511,-0.00879039,-0.05692469,-0.16651235,-0.12176473,-0.14377355
1985,9,30,0.0059821,-0.0401972,-0.0804511,-0.0565704,-0.0455205,-0.1007047,-0.0075283,-0.0541394,-0.0383251,-0.0432207,-0.04617926,-0.0159262,0.0131136,-0.0864332,-0.06255242,-0.05150259,-0.10668678,-0.01351034,-0.06012152,-0.04430719,-0.04920277,-0.07458216,-0.09546924,-0.11915077,-0.10447732
1985,10,31,0.006479,0.0456424,0.0080674,0.0072735,-0.0440564,-0.0722482,0.0548669,-0.0418642,0.0618474,0.0792732,0.03916339,-0.0158246,0.0077697,0.00158841,0.00079452,-0.05053535,-0.07872713,0.04838793,-0.04834317,0.05536844,0.07279422,0.06582271,-0.02138314,-0.0783804,-0.03785494
1985,11,30,0.0060815,0.0684994,0.0577971,0.0763127,0.0585519,0.0767758,0.0240095,0.1000263,0.0699924,0.0711106,0.06241795,0.0021976,-0.0296348,0.05171563,0.07023121,0.05247042,0.07069437,0.01792798,0.09394485,0.0639109,0.06502916,0.04529443,0.08707767,0.07007279,0.10478364
1985,12,31,0.006479,0.0443039,0.0327576,0.0542988,0.0265446,0.0103463,0.1140427,0.0574195,0.0512633,0.040758,0.03782496,-0.0050125,-0.0159262,0.0262786,0.04781981,0.02006559,0.00386733,0.10756375,0.05094052,0.04478433,0.03427903,0.01724605,0.0159751,0.01617073,0.02221658
1986,1,31,0.0055844,0.0120274,-0.0063199,-0.0087381,0.0263498,0.0303352,-0.0086372,0.0211742,0.0243999,0.0165621,0.006443,0.0121262,0.0055844,-0.01190431,-0.01432244,0.0207654,0.02475082,-0.01422157,0.01558986,0.01881551,0.01097771,0.04026474,0.10733826,0.06583096,0.10581803
1986,2,28,0.005286,0.0738079,0.1042699,0.0524976,0.0515483,0.0820407,0.0742722,0.1018343,0.0786263,0.0697126,0.06852192,-0.0065212,-0.0093435,0.09898392,0.04721156,0.04626226,0.07675471,0.06898624,0.0965483,0.07334032,0.06442661,0.09812902,0.15664983,0.10451422,0.06892652
1986,3,31,0.0059821,0.0533512,0.0583632,0.022935,0.0379699,0.0712969,0.0877361,0.0549616,0.053446,0.0871864,0.0473691,-0.005113,-0.0047111,0.05238117,0.0169529,0.03198786,0.06531481,0.08175404,0.04897949,0.0474639,0.08120429,0.0507605,0.03857335,0.08736807,0.08499322
1986,4,30,0.0051865,-0.0079314,-0.0457298,0.0313049,-0.0553013,-0.0652855,-0.0296348,0.038355,-0.0335568,-0.0070246,-0.0131179,0.0280042,-0.0295318,-0.05091638,0.02611832,-0.06048784,-0.070472,-0.03482133,0.03316843,-0.03874331,-0.01221114,-0.04621217,0.02359296,0.00407009,0.0206741
1986,5,31,0.004888,0.0498372,0.0215658,0.0551508,0.0160702,0.0142973,0.0617534,0.031111,0.0505981,0.1129715,0.0449492,-0.0131866,-0.0011006,0.01667774,0.05026281,0.01118215,0.00940927,0.05686536,0.02622296,0.04571002,0.10808345,0.03318466,0.03587697,0.03587697,0.07347503
1986,6,30,0.0051865,0.0153811,0.0154796,-0.0225524,-0.0344879,-0.018164,0.0844331,-0.0672087,0.0287818,0.0464064,0.01019457,-0.0090407,0.0138043,0.01029304,-0.02773893,-0.03967446,-0.0233505,0.07924653,-0.07239528,0.02359528,0.04121985,-0.06330447,-0.06023259,-0.04127021,-0.04950243
1986,7,31,0.0051865,-0.061131,-0.0908004,-0.1248832,-0.1693658,-0.0938712,-0.0303561,-0.0730009,-0.0569937,-0.098716,-0.06631752,-0.0343844,0.0465973,-0.09598689,-0.13006971,-0.17455237,-0.09905774,-0.03554265,-0.07818742,-0.06218025,-0.1039025,0.08220668,0.00198827,0.06547723,0.05035744
1986,8,31,0.0045895,0.0632565,0.0511683,0.1006595,0.0836976,0.0415257,-0.0144032,0.0777015,0.0668172,0.0142973,0.058667,-0.0426988,0.034498,0.04657883,0.09607003,0.0791081,0.03693629,-0.01899268,0.07311205,0.06222772,0.00970785,0.05330203,0.01069317,0.03952312,0.04372441
1986,9,30,0.0044899,-0.0850134,-0.0831642,-0.0505567,0.0199007,-0.0527681,-0.0844692,-0.1024758,-0.1066947,-0.0881757,-0.08950329,0.022544,0.0314018,-0.08765415,-0.05504663,0.01541076,-0.05725797,-0.08895907,-0.10696569,-0.11118464,-0.09266559,-0.05178589,0.07680618,0.00516284,-0.04812346
1986,10,31,0.0045895,0.0499324,0.015578,-0.0253178,0.0290732,0.0184291,0.0727857,0.0082657,0.0461199,0.076961,0.04534292,-0.0252152,-0.0134906,0.01098858,-0.02990726,0.0244838,0.01383968,0.06819622,0.00367629,0.04153048,0.07237159,0.01649339,0.10564926,-0.00499152,-0.03599152
1986,11,30,0.0038924,0.0154796,0.0278097,0.0468836,-0.0569937,0.018331,0.0079682,0.0030952,-0.0037069,0.0200967,0.01158716,-0.0193867,-0.0005001,0.02391729,0.04299117,-0.06088614,0.01443854,0.00407576,-0.00079721,-0.00759928,0.01620429,0.02595761,0.01217777,-0.03972687,-0.00910598
1986,12,31,0.004888,-0.0281937,-0.0326265,-0.1529181,-0.0314907,-0.0753703,-0.0231663,-0.080126,-0.0314907,-0.0740772,-0.03308177,0.0007997,0.0032946,-0.03751454,-0.15780614,-0.0363787,-0.08025834,-0.02805431,-0.08501408,-0.0363787,-0.07896524,0.13952802,0.11096344,0.11443458,0.12045816
1987,1,31,0.0041912,0.1212437,0.0350775,0.110557,0.1274253,0.092488,0.1990148,0.1830713,0.1080469,0.0983963,0.11705251,-0.018164,-0.0322133,0.03088632,0.10636578,0.12323409,0.08829681,0.19482358,0.17888007,0.1038557,0.09420512,-0.03447219,0.00734786,0.03688361,-0.00619816
1987,2,28,0.0042908,0.0470744,0.0685928,0.0542988,0.075293,0.0562858,0.0329511,0.0878277,0.0175452,0.1102884,0.04278362,0.0343048,-0.0616627,0.06430201,0.05000799,0.0710022,0.05199503,0.02866032,0.08353693,0.0132544,0.10599757,0.01209253,0.05933328,0.02947747,0.02588855
1987,3,31,0.004689,0.0208805,-0.0187752,0.0446865,0.0687795,-0.0740772,0.0085632,0.0471698,0.0021976,0.0191161,0.01619149,0.0036932,0.016267,-0.02346414,0.03999753,0.06409052,-0.07876619,0.00387424,0.04248081,-0.00249141,0.01442713,0.01001545,-0.0310738,0.0098181,-0.01698619
1987,4,30,0.0043903,-0.016841,-0.1126089,0.0215658,0.0339182,-0.1005941,0.0412379,0.0559076,-0.0466724,-0.0248051,-0.02123136,-0.0171462,-0.0032051,-0.11699929,0.01717543,0.02952787,-0.10498446,0.03684756,0.05151728,-0.05106276,-0.02919547,0.01562686,0.00734932,-0.00660068,-0.04997208
1987,5,31,0.0037928,0.004888,0.0057832,-0.0011006,0.038355,-0.0008003,-0.0460439,-0.0338671,-0.0005001,0.0055844,0.00109524,-0.0052136,0.0011993,0.00199045,-0.0048934,0.03456216,-0.00459312,-0.04983674,-0.03765987,-0.00429292,0.00179158,0.03276409,0.05970912,0.02763612,-0.00499851
1987,6,30,0.0047885,0.043251,0.0522129,0.0312079,0.0336282,0.0403739,0.0207825,-0.0073268,0.0424846,0.0725997,0.03846253,-0.0221434,0.0105442,0.04742436,0.02641941,0.02883967,0.03558538,0.01599402,-0.01211529,0.0376961,0.06781118,-0.05965943,-0.02278554,-0.00810694,-0.0214607
1987,7,31,0.0045895,0.042197,0.1087647,0.0452601,0.1741214,0.0509782,0.0809346,0.0425804,0.0314018,0.0649447,0.0376076,-0.0063199,0.0070749,0.10417526,0.04067068,0.16953191,0.04638879,0.07634517,0.03799099,0.02681231,0.06035524,0.04140004,0.02101187,0.02830656,0.03891009
1987,8,31,0.004689,0.0391246,0.0107421,0.027907,-0.0425944,0.0087615,0.0205866,0.0846168,0.0487902,0.0332413,0.03443557,-0.0075283,-0.0093435,0.00605311,0.02321796,-0.04728339,0.00407252,0.01589764,0.07992786,0.04410117,0.02855235,0.01012215,-0.04196135,-0.03853473,-0.00209675
1987,9,30,0.0044899,-0.0216323,-0.0248051,-0.0239854,0.0351741,-0.0067225,0.006777,-0.0191828,-0.0126801,-0.0736465,-0.0261222,0.005286,0.0027961,-0.02929502,-0.02847527,0.03068417,-0.01121245,0.00228708,-0.02367272,-0.01716996,-0.07813644,-0.02392241,0.05915677,0.01642138,0.03940867
1987,10,31,0.0059821,-0.2567003,-0.3599661,-0.3232402,-0.3635557,-0.389641,-0.199305,-0.4217469,-0.2590298,-0.3448875,-0.2626824,-0.0879573,0.0414298,-0.36594813,-0.32922225,-0.36953777,-0.39562305,-0.20528703,-0.42772901,-0.2650119,-0.35086962,0.01789735,0.01416637,0.03007302,0.04171953
